,applNum,displayId,filingDate,inventionTitle,issueDate,patAssigneeName,patAssignorExDate,patAssignorName,patNum
0,16067465,046277-0454,2018-06-29T04:00:00Z,METHODS FOR PROTEOME DOCKING TO IDENTIFY PROTEIN-LIGAND INTERACTIONS,0001-01-01T00:00:00Z,CYCLICA INC.,2016-01-29T04:00:00Z,"MACKINNON, STEPHEN SCOTT",NULL
